Genome	DomestiCAT_Aruba-501 Length	DomestiCAT_Aruba-502 Length	DomestiCAT_Aruba-503 Length	DomestiCAT_Aruba-504 Length	DomestiCAT_Aruba-505 Length	DomestiCAT_Aruba-506 Length	DomestiCAT_Aruba-507 Length	DomestiCAT_Aruba-508 Length	DomestiCAT_Aruba-509 Length	DomestiCAT_Aruba-510 Length	DomestiCAT_Aruba-511 Length	DomestiCAT_Aruba-512 Length	DomestiCAT_Aruba-513 Length	DomestiCAT_Aruba-514 Length	DomestiCAT_Aruba-515 Length	DomestiCAT_Aruba-516 Length	DomestiCAT_Brazil-501 Length	DomestiCAT_Brazil-502 Length	DomestiCAT_Brazil-503 Length	DomestiCAT_Brazil-504 Length	DomestiCAT_Brazil-505 Length	DomestiCAT_Brazil-506 Length	DomestiCAT_Brazil-507 Length	DomestiCAT_Brazil-508 Length	DomestiCAT_Brazil-509 Length	DomestiCAT_Brazil-510 Length	DomestiCAT_Brazil-511 Length	DomestiCAT_Brazil-512 Length	DomestiCAT_Brazil-513 Length	DomestiCAT_Brazil-514 Length	DomestiCAT_Brazil-515 Length	DomestiCAT_Brazil-516 Length	DomestiCAT_CaboVerde-501 Length	DomestiCAT_CaboVerde-502 Length	DomestiCAT_CaboVerde-503 Length	DomestiCAT_CaboVerde-504 Length	DomestiCAT_CaboVerde-505 Length	DomestiCAT_CaboVerde-506 Length	DomestiCAT_CaboVerde-507 Length	DomestiCAT_CaboVerde-508 Length	DomestiCAT_CaboVerde-509 Length	DomestiCAT_CaboVerde-510 Length	DomestiCAT_CaboVerde-511 Length	DomestiCAT_CaboVerde-512 Length	DomestiCAT_CaboVerde-513 Length	DomestiCAT_CaboVerde-514 Length	DomestiCAT_CaboVerde-515 Length	DomestiCAT_Denmark_10 Length	DomestiCAT_Denmark_11 Length	DomestiCAT_Denmark_12 Length	DomestiCAT_Denmark_13 Length	DomestiCAT_Denmark_14 Length	DomestiCAT_Denmark_15 Length	DomestiCAT_Denmark_16 Length	DomestiCAT_Denmark_1 Length	DomestiCAT_Denmark_2 Length	DomestiCAT_Denmark_3 Length	DomestiCAT_Denmark_4 Length	DomestiCAT_Denmark_5 Length	DomestiCAT_Denmark_6 Length	DomestiCAT_Denmark_7 Length	DomestiCAT_Denmark_8 Length	DomestiCAT_Denmark_9 Length	DomestiCAT_Denmark_blank Length	DomestiCAT-Malaysia-501 Length	DomestiCAT-Malaysia-502 Length	DomestiCAT-Malaysia-503 Length	DomestiCAT-Malaysia-504 Length	DomestiCAT-Malaysia-505 Length	DomestiCAT-Malaysia-506 Length	DomestiCAT-Malaysia-507 Length	DomestiCAT-Malaysia-508 Length	DomestiCAT-Malaysia-509 Length	DomestiCAT-Malaysia-510 Length	DomestiCAT-Malaysia-511 Length	DomestiCAT-Malaysia-512 Length	DomestiCAT-Malaysia-513 Length	DomestiCAT-Malaysia-514 Length	DomestiCAT-Malaysia-515 Length	DomestiCAT-Malaysia-516 Length	DomestiCAT_Spain-501 Length	DomestiCAT_Spain-502 Length	DomestiCAT_Spain-503 Length	DomestiCAT_Spain-504 Length	DomestiCAT_Spain-505 Length	DomestiCAT_Spain-506 Length	DomestiCAT_Spain-507 Length	DomestiCAT_Spain-508 Length	DomestiCAT_Spain-509 Length	DomestiCAT_Spain-510 Length	DomestiCAT_Spain-511 Length	DomestiCAT_Spain-512 Length	DomestiCAT_Spain-513 Length	DomestiCAT_Spain-514 Length	DomestiCAT_Spain-515 Length	DomestiCAT_Spain-516 Length
bin_Brazil.72	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189	1918189
bin_Malaysia.50	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304	1668304
bin_Malaysia.117	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550	1826550
bin_Brazil.93	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338	2677338
bin_Brazil.151	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562	1489562
bin_Brazil.98	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695	1767695
bin_Brazil.138	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350	3570350
bin_Aruba.64	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274	2311274
bin_Malaysia.125	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080	1834080
bin_Brazil.128	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536	1846536
bin_Aruba.65	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179	1946179
bin_Spain.23	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746	2292746
bin_Brazil.100	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791	1548791
bin_Denmark.27	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681	2451681
bin_Brazil.64	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438	1835438
bin_Brazil.135	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291	2341291
bin_Denmark.14	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725	1613725
bin_Brazil.118	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714	1293714
bin_Denmark.56	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829	2230829
bin_Malaysia.77	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710	2705710
bin_CaboVerde.61	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580	1896580
bin_Brazil.149	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960	1959960
bin_Spain.45	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651	2335651
bin_Denmark.117	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584	1871584
bin_Brazil.140	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734	2840734
bin_Spain.58	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109	1506109
bin_Denmark.28	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813	2894813
